     -0.92863763      0.02197802
     -0.89527340      0.02511774
     -0.87859129      0.02951334
     -0.84708063      0.03453689
     -0.81556997      0.04521193
     -0.79147359      0.05211931
     -0.77479147      0.06342229
     -0.75996293      0.06781790
     -0.73772011      0.07409733
     -0.72103800      0.08288854
     -0.70620945      0.09230769
     -0.68025950      0.09795918
     -0.67284523      0.10235479
     -0.65801668      0.11365777
     -0.64689527      0.12244898
     -0.62835959      0.13312402
     -0.60426321      0.13814757
     -0.58572753      0.14945055
     -0.57089898      0.15698587
     -0.53753475      0.16703297
     -0.53012048      0.17582418
     -0.49860982      0.18273155
     -0.47080630      0.18587127
     -0.43929564      0.18963893
     -0.39110287      0.19466248
     -0.37627433      0.19529042
     -0.33920297      0.19529042
     -0.30583874      0.19340659
     -0.27247451      0.18649922
     -0.23169601      0.18021978
     -0.22428174      0.17142857
     -0.21130677      0.16263736
     -0.18721038      0.14945055
     -0.17979611      0.14128728
     -0.16311399      0.13312402
     -0.13345690      0.12370487
     -0.11306766      0.11114600
     -0.08341057      0.10423862
     -0.06487488      0.09921507
     -0.03336423      0.09293564
     -0.01482854      0.09167975
      0.00370714      0.08979592
      0.02409639      0.08979592
      0.04448563      0.09293564
      0.07784986      0.09795918
      0.10194625      0.10423862
      0.11306766      0.10989011
      0.13345690      0.11930926
      0.14643188      0.12496075
      0.15384615      0.13186813
      0.16496756      0.13940345
      0.18535681      0.14631083
      0.20389249      0.15259027
      0.21501390      0.15886970
      0.22984245      0.16514914
      0.25208526      0.17519623
      0.25949954      0.17959184
      0.29101019      0.18335950
      0.33734940      0.19152276
      0.36144578      0.19843014
      0.39295644      0.19843014
      0.42261353      0.19843014
      0.46709917      0.19717425
      0.49490269      0.19466248
      0.53197405      0.18901099
      0.54865616      0.18398744
      0.56533828      0.17770801
      0.58016682      0.16766091
      0.59314180      0.16075353
      0.60797034      0.15259027
      0.63392030      0.14568289
      0.65616311      0.13437991
      0.66357739      0.12747253
      0.67840593      0.11616954
      0.68767377      0.10989011
      0.70991659      0.09858713
      0.72474513      0.09481947
      0.75069509      0.08665620
      0.76181650      0.07849294
      0.78035218      0.07221350
      0.79518072      0.06342229
      0.81742354      0.05588697
      0.84151993      0.04897959
      0.86376274      0.04081633
      0.89341983      0.03704867
      0.91751622      0.03328100
      0.94161260      0.02951334
      0.94902688      0.02511774
