     -0.19875000     -0.00151200      0.10159523      2.90380859
     -0.19875000     -0.00050400      0.10180331      2.91290116
     -0.19875000      0.00050400      0.10180312      2.91290531
     -0.19875000      0.00151200      0.10159269      2.90376886
     -0.19625000     -0.00151200      0.10198195      2.92396912
     -0.19625000     -0.00050400      0.10177792      2.91743865
     -0.19625000      0.00050400      0.10177773      2.91743296
     -0.19625000      0.00151200      0.10198254      2.92398302
     -0.19375000     -0.00151200      0.10190501      2.91893462
     -0.19375000     -0.00050400      0.10164308      2.91125771
     -0.19375000      0.00050400      0.10164307      2.91125898
     -0.19375000      0.00151200      0.10190553      2.91894611
     -0.19125000     -0.00151200      0.10216269      2.92699087
     -0.19125000     -0.00050400      0.10179792      2.91629848
     -0.19125000      0.00050400      0.10179784      2.91629743
     -0.19125000      0.00151200      0.10216359      2.92701365
     -0.18875000     -0.00151200      0.10208647      2.92364792
     -0.18875000     -0.00050400      0.10166490      2.91149886
     -0.18875000      0.00050400      0.10166489      2.91150009
     -0.18875000      0.00151200      0.10208733      2.92367088
     -0.18625000     -0.00151200      0.10225332      2.92919124
     -0.18625000     -0.00050400      0.10177920      2.91561493
     -0.18625000      0.00050400      0.10177923      2.91561682
     -0.18625000      0.00151200      0.10225441      2.92922122
     -0.18375000     -0.00151200      0.10219445      2.92676573
     -0.18375000     -0.00050400      0.10168176      2.91218638
     -0.18375000      0.00050400      0.10168184      2.91218992
     -0.18375000      0.00151200      0.10219568      2.92680015
     -0.18125000     -0.00151200      0.10230650      2.93050578
     -0.18125000     -0.00050400      0.10176362      2.91513962
     -0.18125000      0.00050400      0.10176374      2.91514452
     -0.18125000      0.00151200      0.10230792      2.93054613
     -0.17875000     -0.00151200      0.10225594      2.92848408
     -0.17875000     -0.00050400      0.10169018      2.91254513
     -0.17875000      0.00050400      0.10169036      2.91255168
     -0.17875000      0.00151200      0.10225756      2.92853022
     -0.17625000     -0.00151200      0.10232600      2.93083487
     -0.17625000     -0.00050400      0.10174421      2.91450321
     -0.17625000      0.00050400      0.10174445      2.91451146
     -0.17625000      0.00151200      0.10232782      2.93088701
     -0.17375000     -0.00151200      0.10227875      2.92904359
     -0.17375000     -0.00050400      0.10168598      2.91246645
     -0.17375000      0.00050400      0.10168629      2.91247663
     -0.17375000      0.00151200      0.10228078      2.92910154
     -0.17125000     -0.00151200      0.10231562      2.93031882
     -0.17125000     -0.00050400      0.10171711      2.91362981
     -0.17125000      0.00050400      0.10171748      2.91364201
     -0.17125000      0.00151200      0.10231784      2.93038225
     -0.16875000     -0.00151200      0.10226922      2.92866418
     -0.16875000     -0.00050400      0.10166814      2.91194698
     -0.16875000      0.00050400      0.10166859      2.91196192
     -0.16875000      0.00151200      0.10227162      2.92873300
     -0.16625000     -0.00151200      0.10227895      2.92906885
     -0.16625000     -0.00050400      0.10167996      2.91245926
     -0.16625000      0.00050400      0.10168050      2.91247630
     -0.16625000      0.00151200      0.10228152      2.92914242
     -0.16375000     -0.00151200      0.10223573      2.92754018
     -0.16375000     -0.00050400      0.10163572      2.91096846
     -0.16375000      0.00050400      0.10163625      2.91098522
     -0.16375000      0.00151200      0.10223834      2.92761452
     -0.16125000     -0.00151200      0.10222055      2.92717699
     -0.16125000     -0.00050400      0.10163093      2.91093034
     -0.16125000      0.00050400      0.10163162      2.91095116
     -0.16125000      0.00151200      0.10222336      2.92725677
     -0.15875000     -0.00151200      0.10217018      2.92553633
     -0.15875000     -0.00050400      0.10158980      2.90953231
     -0.15875000      0.00050400      0.10159060      2.90955503
     -0.15875000      0.00151200      0.10217313      2.92561943
     -0.15625000     -0.00151200      0.10213737      2.92458882
     -0.15625000     -0.00050400      0.10156876      2.90898849
     -0.15625000      0.00050400      0.10156967      2.90901483
     -0.15625000      0.00151200      0.10214045      2.92467542
     -0.15375000     -0.00151200      0.10207948      2.92277402
     -0.15375000     -0.00050400      0.10152360      2.90755424
     -0.15375000      0.00050400      0.10152462      2.90758311
     -0.15375000      0.00151200      0.10208267      2.92286348
     -0.15125000     -0.00151200      0.10203133      2.92133920
