      0.03600000     -0.17200000      0.11648595     -0.00043798      0.00003974      3.37100114     -0.01390155      0.00131969
      0.03600000     -0.15600000      0.11674723     -0.00129326      0.00003980      3.37919028     -0.04117172      0.00132381
      0.03600000     -0.14000000      0.11730102     -0.00221037      0.00003994      3.39650704     -0.07025153      0.00133332
      0.03600000     -0.12400000      0.11813819     -0.00315055      0.00004018      3.42251356     -0.10009780      0.00134933
      0.03600000     -0.10800000      0.11937557     -0.00418660      0.00004059      3.46052286     -0.13245781      0.00137791
      0.03600000     -0.09266000      0.12094140     -0.00529422      0.00004130      3.50829114     -0.16628329      0.00143103
      0.03600000     -0.07866000      0.12304511     -0.00628878      0.00004264      3.57313219     -0.19472811      0.00154415
      0.03600000     -0.06600000      0.12540005     -0.00746204      0.00004586      3.64792551     -0.22675752      0.00182427
      0.03600000     -0.05466000      0.12805722     -0.00837201      0.00005075      3.73362158     -0.24485417      0.00358512
      0.03600000     -0.04466000      0.12220185     -0.00909494      0.00005279      3.58606822     -0.25659935      0.01024276
      0.03600000     -0.03600000      0.08964005     -0.00451468      0.00001960      2.66259164     -0.11866980      0.01675187
      0.03600000     -0.02800000      0.05594179     -0.00350166      0.00000570      1.67571717     -0.08718036      0.01170039
      0.03600000     -0.02000000      0.02786579     -0.00136609      0.00003108      0.84121480     -0.02938886      0.01231905
      0.03600000     -0.01200000      0.00352085     -0.00235863      0.00025941      0.11672747     -0.06197516      0.01639487
      0.03600000     -0.00400000     -0.00748866     -0.00502239      0.00039802     -0.21340347     -0.14522416      0.01238645
      0.03600000      0.00400000     -0.00745986      0.00492916      0.00039806     -0.21240679      0.14243712      0.01242281
      0.03600000      0.01200000      0.00351341      0.00225632      0.00025855      0.11672255      0.05885365      0.01641899
      0.03600000      0.02000000      0.02794232      0.00127309      0.00003062      0.84371575      0.02655461      0.01233031
      0.03600000      0.02800000      0.05595866      0.00343351      0.00000568      1.67632931      0.08510559      0.01071153
      0.03600000      0.03600000      0.08963718      0.00445189      0.00001967      2.66249736      0.11685351      0.01636138
      0.03600000      0.04466000      0.12219741      0.00905477      0.00005284      3.58580538      0.25547382      0.01021878
      0.03600000      0.05466000      0.12804956      0.00835066      0.00005076      3.73342901      0.24431084      0.00363128
      0.03600000      0.06600000      0.12540019      0.00745613      0.00004586      3.64798551      0.22663634      0.00182990
      0.03600000      0.07866000      0.12304640      0.00629019      0.00004265      3.57319874      0.19481317      0.00155094
      0.03600000      0.09266000      0.12095043      0.00529981      0.00004130      3.50854701      0.16646862      0.00143095
      0.03600000      0.10800000      0.11938413      0.00419288      0.00004059      3.46078111      0.13266161      0.00137857
      0.03600000      0.12400000      0.11814808      0.00315587      0.00004018      3.42282503      0.10026039      0.00134963
      0.03600000      0.14000000      0.11731060      0.00221423      0.00003995      3.39680729      0.07037426      0.00133358
      0.03600000      0.15600000      0.11676103      0.00129562      0.00003981      3.37960487      0.04123868      0.00132392
      0.03600000      0.17200000      0.11649759      0.00043878      0.00003974      3.37136028      0.01392992      0.00131983
      0.04400000     -0.17200000      0.11691243     -0.00038548      0.00003976      3.38406963     -0.01225600      0.00132011
      0.04400000     -0.15600000      0.11718226     -0.00112830      0.00003982      3.39252022     -0.03601163      0.00132447
      0.04400000     -0.14000000      0.11775233     -0.00192506      0.00003997      3.41034238     -0.06133492      0.00133441
      0.04400000     -0.12400000      0.11861136     -0.00271306      0.00004022      3.43697007     -0.08646771      0.00135106
      0.04400000     -0.10800000      0.11987106     -0.00358050      0.00004065      3.47560451     -0.11360322      0.00138067
      0.04400000     -0.09266000      0.12144662     -0.00443764      0.00004141      3.52348902     -0.13976140      0.00143658
      0.04400000     -0.07866000      0.12356111     -0.00524086      0.00004283      3.58883255     -0.16230790      0.00155386
      0.04400000     -0.06600000      0.12587299     -0.00607044      0.00004623      3.66176840     -0.18365461      0.00184179
      0.04400000     -0.05466000      0.12825432     -0.00682935      0.00005079      3.74093694     -0.19714125      0.00374004
      0.04400000     -0.04466000      0.12016328     -0.00704996      0.00005210      3.52886773     -0.19353620      0.01109335
      0.04400000     -0.03600000      0.08696055     -0.00291576      0.00001780      2.58906370     -0.06795210      0.01993089
      0.04400000     -0.02800000      0.05433338     -0.00281683      0.00001066      1.63199516     -0.06432498      0.01691038
      0.04400000     -0.02000000      0.02725838     -0.00088981      0.00007412      0.83072452     -0.01192694      0.01934684
      0.04400000     -0.01200000      0.00213618     -0.00202619      0.00033811      0.08785367     -0.05065588      0.01902134
      0.04400000     -0.00400000     -0.00995753     -0.00147240      0.00042282     -0.28145421     -0.03934741      0.01203802
      0.04400000      0.00400000     -0.00994815      0.00130604      0.00042253     -0.28102364      0.03439562      0.01204618
      0.04400000      0.01200000      0.00211435      0.00187190      0.00033657      0.08755819      0.04608483      0.01899390
      0.04400000      0.02000000      0.02729109      0.00076023      0.00007301      0.83190968      0.00808254      0.01921788
      0.04400000      0.02800000      0.05433025      0.00274655      0.00001059      1.63204006      0.06221774      0.01601352
      0.04400000      0.03600000      0.08693839      0.00284960      0.00001785      2.58836339      0.06604986      0.01936459
      0.04400000      0.04466000      0.12013935      0.00701880      0.00005218      3.52802055      0.19268862      0.01103580
      0.04400000      0.05466000      0.12823375      0.00681438      0.00005081      3.74035755      0.19679106      0.00379342
      0.04400000      0.06600000      0.12586620      0.00607103      0.00004624      3.66162787      0.18373174      0.00184731
      0.04400000      0.07866000      0.12355962      0.00524708      0.00004284      3.58881858      0.16253528      0.00156054
      0.04400000      0.09266000      0.12145470      0.00444652      0.00004140      3.52372016      0.14004528      0.00143649
      0.04400000      0.10800000      0.11988008      0.00358865      0.00004065      3.47587560      0.11386102      0.00138132
      0.04400000      0.12400000      0.11862208      0.00271949      0.00004023      3.43730587      0.08666289      0.00135137
      0.04400000      0.14000000      0.11776283      0.00192942      0.00003998      3.41066920      0.06147122      0.00133468
      0.04400000      0.15600000      0.11719695      0.00113093      0.00003983      3.39296002      0.03608637      0.00132458
      0.04400000      0.17200000      0.11692495      0.00038631      0.00003976      3.38445366      0.01228458      0.00132025
