      0.07600000     -0.17200000      0.11806380     -0.00016766      0.00003971      3.41868570     -0.00545905      0.00131667
      0.07600000     -0.15600000      0.11833383     -0.00045642      0.00003982      3.42714949     -0.01503067      0.00132178
      0.07600000     -0.14000000      0.11888297     -0.00077216      0.00004002      3.44438553     -0.02535711      0.00133299
      0.07600000     -0.12400000      0.11973259     -0.00098805      0.00004034      3.47045081     -0.03275683      0.00135163
      0.07600000     -0.10800000      0.12089078     -0.00122999      0.00004084      3.50564528     -0.04058062      0.00138358
      0.07600000     -0.09266000      0.12238242     -0.00124784      0.00004172      3.55019023     -0.04117836      0.00144719
      0.07600000     -0.07866000      0.12422526     -0.00137635      0.00004343      3.60701949     -0.04323457      0.00156893
      0.07600000     -0.06600000      0.12628921     -0.00112697      0.00004709      3.67190310     -0.03187646      0.00187326
      0.07600000     -0.05466000      0.12718699     -0.00135392      0.00005096      3.70911954     -0.02931710      0.00437045
      0.07600000     -0.04466000      0.11274290     -0.00019599      0.00004984      3.31710829      0.01530786      0.01667620
      0.07600000     -0.03600000      0.08149904      0.00165967      0.00003058      2.44575349      0.07573525      0.03423531
      0.07600000     -0.02800000      0.05238535      0.00062332      0.00009243      1.59727486      0.04508143      0.03517385
      0.07600000     -0.02000000      0.02608459      0.00138943      0.00033759      0.82361337      0.06235865      0.03473317
      0.07600000     -0.01200000      0.00419423      0.00031709      0.00060523      0.17259095      0.02410090      0.02782302
      0.07600000     -0.00400000     -0.01115700      0.00044011      0.00061787     -0.29147906      0.01848320      0.01779528
      0.07600000      0.00400000     -0.01117426     -0.00052271      0.00061478     -0.29195823     -0.02100783      0.01765477
      0.07600000      0.01200000      0.00406038     -0.00039205      0.00060042      0.16903075     -0.02629417      0.02746355
      0.07600000      0.02000000      0.02590808     -0.00142573      0.00033800      0.81893670     -0.06337077      0.03440764
      0.07600000      0.02800000      0.05220070     -0.00062709      0.00009295      1.59220977     -0.04504927      0.03469670
      0.07600000      0.03600000      0.08132973     -0.00162923      0.00003074      2.44092686     -0.07468075      0.03372596
      0.07600000      0.04466000      0.11261716      0.00026467      0.00004998      3.31343767     -0.01320523      0.01656889
      0.07600000      0.05466000      0.12714272      0.00142140      0.00005100      3.70786564      0.03133984      0.00442645
      0.07600000      0.06600000      0.12627895      0.00118127      0.00004709      3.67170831      0.03353531      0.00187920
      0.07600000      0.07866000      0.12423146      0.00141563      0.00004344      3.60725873      0.04441633      0.00157512
      0.07600000      0.09266000      0.12240018      0.00127523      0.00004171      3.55072449      0.04200748      0.00144721
      0.07600000      0.10800000      0.12090944      0.00124649      0.00004084      3.50620339      0.04107542      0.00138427
      0.07600000      0.12400000      0.11975097      0.00099816      0.00004035      3.47101209      0.03305569      0.00135200
      0.07600000      0.14000000      0.11889949      0.00077745      0.00004003      3.44488574      0.02551323      0.00133328
      0.07600000      0.15600000      0.11835314      0.00045944      0.00003982      3.42771948      0.01511375      0.00132191
      0.07600000      0.17200000      0.11808031      0.00016830      0.00003972      3.41918051      0.00547853      0.00131680
